#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
SteCoeF_153.g521.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   7.8e+03   -2.2   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_013.g829.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   3.2e+04   -4.4   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_086.g894.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0     7e+03   -2.1   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_062.g641.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.5e+04   -3.2   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_005.g691.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   6.3e+03   -1.9   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_099.g929.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.2e+04   -2.8   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_033.g643.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.1e+04   -2.7   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_059.g986.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.1e+04   -2.7   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_155.g637.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.3e+04   -2.9   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_015.g259.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.1     2e+04   -3.5   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_001.g428.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   3.2e+04   -4.5   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_092.g923.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0     3e+04   -4.1   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_003.g1103.t1 -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.2   3.2e+04   -4.4   0.2   1.5   1   0   0   1   1   1   0 -
SteCoeF_084.g600.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0     2e+04   -3.5   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_080.g965.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   8.4e+03   -2.3   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_034.g942.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   2.5e+04   -3.8   0.0   1.4   1   1   0   1   1   1   0 -
SteCoeF_025.g787.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   2.3e+04   -3.7   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_099.g985.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   8.3e+03   -2.3   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_061.g249.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.7e+04   -3.3   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_103.g451.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   3.2e+04   -4.3   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_052.g715.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.5e+04   -3.1   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_012.g367.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.1e+04   -2.6   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_115.g86.t1   -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0     9e+03   -2.4   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_001.g493.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   8.5e+03   -2.3   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_034.g960.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.2e+04   -2.9   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_059.g966.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   2.1e+04   -3.6   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_068.g768.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   2.1e+04   -3.6   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_018.g996.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   2.1e+04   -3.6   0.0   1.4   2   0   0   2   2   2   0 -
SteCoeF_087.g994.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   6.5e+03   -2.0   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_016.g548.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   3.1e+03   -0.9   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_023.g243.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   3.3e+03   -1.0   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_042.g581.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.2   2.2e+04   -3.7   0.2   1.4   1   0   0   1   1   1   0 -
SteCoeF_011.g11.t1   -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   9.2e+03   -2.5   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_027.g49.t1   -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0     1e+04   -2.6   0.0   1.4   1   1   0   1   1   1   0 -
SteCoeF_075.g1165.t1 -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.1   6.7e+03   -2.0   0.1   1.3   1   1   0   1   1   1   0 -
SteCoeF_145.g45.t1   -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0     3e+04   -4.1   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_036.g397.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   7.7e+03   -2.2   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_091.g667.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0     3e+04   -4.1   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_046.g230.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.1   2.1e+04   -3.6   0.1   1.4   1   0   0   1   1   1   0 -
SteCoeF_125.g380.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.6e+04   -3.3   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_038.g820.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   3.2e+04   -4.2   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_037.g641.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   2.6e+04   -3.9   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_003.g1137.t1 -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.5e+04   -3.1   0.0   1.4   1   1   0   1   1   1   0 -
SteCoeF_055.g104.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.1e+04   -2.6   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_091.g702.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.1e+04   -2.6   0.0   1.3   2   1   0   2   2   2   0 -
SteCoeF_123.g32.t1   -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   7.1e+03   -2.1   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_009.g885.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.8e+04   -3.4   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_169.g37.t1   -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.1   1.7e+04   -3.3   0.1   1.4   1   0   0   1   1   1   0 -
SteCoeF_052.g638.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.6e+04   -3.2   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_049.g1082.t1 -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.4e+04   -3.0   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_069.g1006.t1 -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.1   4.8e+03   -1.5   0.1   1.2   1   1   0   1   1   1   0 -
SteCoeF_036.g414.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   2.7e+04   -4.0   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_005.g686.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   2.5e+04   -3.9   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_041.g536.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.1   3.2e+04   -4.4   0.1   1.4   1   0   0   1   1   1   0 -
SteCoeF_094.g7.t1    -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   9.2e+03   -2.4   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_046.g363.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.7e+04   -3.3   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_092.g917.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   2.9e+04   -4.1   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_054.g1059.t1 -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.5e+04   -3.1   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_010.g1111.t1 -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.5   2.1e+04   -3.6   0.1   1.5   2   0   0   2   2   2   0 -
SteCoeF_034.g811.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.4e+04   -3.1   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_095.g344.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   6.3e+03   -1.9   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_082.g165.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   3.2e+04   -4.4   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_074.g1031.t1 -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.7e+04   -3.3   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_117.g347.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.1   3.2e+04   -4.8   0.1   1.4   1   0   0   1   1   1   0 -
SteCoeF_014.g932.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.1   9.9e+03   -2.5   0.1   1.3   1   1   0   1   1   1   0 -
SteCoeF_043.g867.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0     1e+04   -2.6   0.0   1.3   2   0   0   2   2   2   0 -
SteCoeF_132.g46.t1   -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   2.1e+04   -3.6   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_016.g579.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0     2e+04   -3.5   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_084.g490.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   2.9e+04   -4.1   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_105.g761.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   5.3e+03   -1.7   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_021.g639.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.2e+04   -2.8   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_020.g410.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   3.2e+04   -4.3   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_002.g843.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.2e+04   -2.8   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_058.g760.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   4.1e+03   -1.3   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_084.g434.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.1e+04   -2.7   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_027.g18.t1   -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.1   9.6e+03   -2.5   0.1   1.4   1   1   0   1   1   1   0 -
SteCoeF_031.g156.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.2e+04   -2.8   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_138.g636.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.1e+04   -2.7   0.0   1.3   2   0   0   2   2   2   0 -
SteCoeF_036.g355.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.9e+04   -3.5   0.0   1.4   2   0   0   2   2   2   0 -
SteCoeF_024.g479.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   7.8e+03   -2.2   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_126.g464.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   2.2e+04   -3.7   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_026.g1002.t1 -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   2.4e+04   -3.8   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_020.g526.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.9e+04   -3.5   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_056.g371.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.7e+04   -3.3   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_002.g647.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.5e+04   -3.1   0.0   1.4   2   0   0   2   2   2   0 -
SteCoeF_094.g35.t1   -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   2.6e+04   -3.9   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_146.g104.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.2e+04   -2.9   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_008.g462.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   1.7e+04   -3.3   0.0   1.4   1   1   0   1   1   1   0 -
SteCoeF_111.g519.t1  -          CaMKII_AD            PF08332.17   3.1e+03   -0.9   0.0   3.6e+03   -1.1   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_131.g1004.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.1     1e+04   -2.6   0.1   1.3   1   0   0   1   1   1   0 -
SteCoeF_020.g342.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.1   7.6e+03   -2.2   0.1   1.4   1   1   0   1   1   1   0 -
SteCoeF_138.g652.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   3.2e+04   -4.5   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_024.g520.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   3.2e+04   -4.7   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_009.g658.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   1.7e+04   -3.3   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_048.g719.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   1.7e+04   -3.3   0.0   1.3   2   0   0   2   2   2   0 -
SteCoeF_022.g985.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   2.1e+04   -3.6   0.0   1.4   2   0   0   2   2   2   0 -
SteCoeF_040.g129.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.1   1.2e+04   -2.8   0.1   1.4   1   0   0   1   1   1   0 -
SteCoeF_020.g280.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.1   1.1e+04   -2.6   0.0   1.3   2   0   0   2   2   2   0 -
SteCoeF_051.g413.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   3.2e+04   -4.5   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_118.g524.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   3.2e+04   -4.9   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_099.g1055.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.1     9e+03   -2.4   0.1   1.3   1   0   0   1   1   1   0 -
SteCoeF_025.g703.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   2.3e+04   -3.7   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_051.g243.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.1   8.2e+03   -2.3   0.1   1.3   1   1   1   2   2   2   0 -
SteCoeF_109.g278.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   2.5e+03   -0.6   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_015.g135.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   5.2e+03   -1.6   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_039.g1096.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   2.3e+04   -3.7   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_004.g246.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   1.8e+04   -3.4   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_059.g956.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   3.2e+04   -4.5   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_127.g576.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   1.3e+04   -2.9   0.0   1.3   2   0   0   2   2   2   0 -
SteCoeF_060.g83.t1   -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   2.3e+04   -3.7   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_162.g895.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   1.2e+04   -2.8   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_034.g897.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   8.5e+03   -2.3   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_124.g170.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   4.5e+03   -1.4   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_058.g888.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   9.6e+03   -2.5   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_129.g771.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   3.2e+04   -4.4   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_084.g515.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   3.1e+04   -4.2   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_003.g1170.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   1.3e+04   -2.9   0.0   1.4   1   1   0   1   1   1   0 -
SteCoeF_073.g743.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   1.4e+04   -3.1   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_059.g1086.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.3   1.6e+04   -3.2   0.1   1.4   2   0   0   2   2   2   0 -
SteCoeF_100.g1239.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   1.5e+04   -3.1   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_035.g145.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0     1e+04   -2.6   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_121.g918.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   6.7e+03   -2.0   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_008.g523.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   1.4e+04   -3.1   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_125.g388.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   1.2e+04   -2.9   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_090.g420.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   3.9e+03   -1.2   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_113.g967.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   1.2e+04   -2.8   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_168.g14.t1   -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   8.2e+03   -2.3   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_015.g69.t1   -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   9.1e+03   -2.4   0.0   1.3   1   1   1   2   2   2   0 -
SteCoeF_138.g673.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   6.4e+03   -1.9   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_066.g451.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0     1e+04   -2.6   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_119.g577.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   1.3e+04   -2.9   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_088.g69.t1   -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   1.5e+04   -3.1   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_040.g138.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   1.1e+04   -2.7   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_036.g300.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   3.2e+03   -1.0   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_139.g740.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0     1e+04   -2.6   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_159.g792.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   5.7e+03   -1.8   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_125.g373.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   2.6e+04   -3.9   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_084.g469.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   3.2e+04   -4.6   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_035.g231.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -0.9   0.0   6.5e+03   -2.0   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_039.g1121.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.9e+04   -3.5   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_046.g285.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.7e+04   -3.3   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_020.g465.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   4.9e+03   -1.6   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_001.g278.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.8e+03   -1.2   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_006.g1001.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.1   3.2e+04   -4.6   0.0   1.4   2   0   0   2   2   2   0 -
SteCoeF_027.g235.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.7e+04   -3.3   0.0   1.3   2   0   0   2   2   2   0 -
SteCoeF_009.g655.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   5.6e+03   -1.8   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_117.g362.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.1e+04   -2.7   0.0   1.3   2   1   0   2   2   2   0 -
SteCoeF_038.g788.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   4.6e+03   -1.5   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_092.g870.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   7.8e+03   -2.2   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_005.g565.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.6e+04   -3.2   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_003.g1383.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.2e+04   -2.8   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_080.g933.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.7e+04   -3.3   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_021.g672.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   8.5e+03   -2.3   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_066.g463.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   2.2e+04   -3.7   0.0   1.4   1   1   1   2   2   2   0 -
SteCoeF_087.g948.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   8.1e+03   -2.3   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_010.g1076.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   3.2e+04   -4.2   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_019.g273.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   9.2e+03   -2.4   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_033.g743.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0     3e+04   -4.1   0.0   1.4   2   0   0   2   2   2   0 -
SteCoeF_113.g911.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   4.2e+03   -1.3   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_027.g64.t1   -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.5e+04   -3.2   0.0   1.3   1   1   1   2   2   2   0 -
SteCoeF_032.g264.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   5.6e+03   -1.8   0.0   1.3   1   1   0   1   1   1   0 -
SteCoeF_022.g1088.t1 -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   1.7e+04   -3.3   0.0   1.4   1   0   0   1   1   1   0 -
SteCoeF_053.g882.t1  -          CaMKII_AD            PF08332.17   3.2e+03   -1.0   0.0   9.4e+03   -2.5   0.0   1.3   1   0   0   1   1   1   0 -
